day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;39400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;39500;BANANAS;4950;22;;;;;4957;22;;;;;4953.5;-489.234375
-1;39500;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;39600;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;39600;BANANAS;4949;22;;;;;4956;22;;;;;4952.5;-479.9609375
-1;39700;BANANAS;4949;20;;;;;4956;20;;;;;4952.5;-479.3203125
-1;39700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;39800;BANANAS;4949;31;;;;;4954;3;4956;31;;;4951.5;-475.546875
-1;39800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;0.0
-1;39900;BANANAS;4950;1;4949;32;;;4956;32;;;;;4953.0;-472.6328125
-1;39900;PEARLS;9998;1;9996;2;9995;30;10004;2;10005;30;;;10001.0;0.0
-1;40000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
-1;40000;BANANAS;4953;5;4950;9;4949;31;4955;1;4956;30;;;4954.0;-469.9921875
-1;40100;BANANAS;4949;27;;;;;4956;27;;;;;4952.5;-473.609375
-1;40100;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;0.0
-1;40200;BANANAS;4949;23;;;;;4954;7;4956;23;;;4951.5;-475.2265625
-1;40200;PEARLS;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;0.0
-1;40300;BANANAS;4949;25;;;;;4955;1;4956;24;;;4952.0;-470.3984375
-1;40300;PEARLS;9996;1;9995;24;;;10000;4;10004;1;10005;24;9998.0;0.0
-1;40400;PEARLS;9996;1;9995;20;;;10002;10;10004;1;10005;20;9999.0;0.0
-1;40400;BANANAS;4948;21;;;;;4953;10;4954;1;4955;20;4950.5;-454.953125
-1;40500;BANANAS;4948;24;;;;;4951;2;4955;24;;;4949.5;-453.96875
-1;40500;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;40600;BANANAS;4948;2;4947;24;;;4954;26;;;;;4951.0;-449.140625
-1;40600;PEARLS;9996;2;9995;24;;;9998;7;10004;2;10005;24;9997.0;0.0
-1;40700;BANANAS;4948;26;;;;;4955;26;;;;;4951.5;-461.9453125
-1;40700;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;40800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;40800;BANANAS;4948;29;;;;;4955;29;;;;;4951.5;-461.0859375
-1;40900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;40900;BANANAS;4948;22;;;;;4955;22;;;;;4951.5;-464.015625
-1;41000;BANANAS;4949;5;4948;22;;;4951;4;4955;22;;;4950.0;-459.078125
-1;41000;PEARLS;9998;5;9995;22;;;10005;22;;;;;10001.5;0.0
-1;41100;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;-446.25
-1;41100;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;41200;BANANAS;4947;26;;;;;4954;26;;;;;4950.5;-529.1640625
-1;41200;PEARLS;9996;1;9995;25;;;9998;8;10004;1;10005;25;9997.0;0.0
-1;41300;PEARLS;9996;1;9995;20;;;10000;6;10002;2;10004;1;9998.0;0.0
-1;41300;BANANAS;4946;21;;;;;4951;2;4953;21;;;4948.5;-537.0234375
-1;41400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;41400;BANANAS;4947;22;;;;;4950;4;4954;23;;;4948.5;-533.8046875
-1;41500;BANANAS;4948;6;4947;30;;;4954;30;;;;;4951.0;-531.6796875
-1;41500;PEARLS;9998;5;9995;30;;;10005;30;;;;;10001.5;0.0
-1;41600;PEARLS;9996;1;9995;27;;;9998;5;10004;1;10005;27;9997.0;0.0
-1;41600;BANANAS;4948;1;4947;27;;;4954;28;;;;;4951.0;-540.3515625
-1;41700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;41700;BANANAS;4947;20;;;;;4954;20;;;;;4950.5;-544.4140625
-1;41800;PEARLS;9996;2;9995;28;;;10002;3;10004;2;10005;28;9999.0;0.0
-1;41800;BANANAS;4947;30;;;;;4952;3;4954;30;;;4949.5;-544.904296875
-1;41900;BANANAS;4949;4;4948;30;;;4955;30;;;;;4952.0;-540.734375
-1;41900;PEARLS;9998;4;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
-1;42000;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;42000;BANANAS;4948;30;;;;;4955;30;;;;;4951.5;-549.8603515625
-1;42100;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;42100;BANANAS;4948;24;;;;;4955;24;;;;;4951.5;-549.748046875
-1;42200;PEARLS;9995;26;;;;;10002;4;10005;26;;;9998.5;0.0
-1;42200;BANANAS;4948;26;;;;;4953;4;4955;26;;;4950.5;-549.5947265625
-1;42300;BANANAS;4953;1;4948;24;;;4955;24;;;;;4954.0;-549.9970703125
-1;42300;PEARLS;10000;4;9995;24;;;10005;24;;;;;10002.5;0.0
-1;42400;BANANAS;4948;25;;;;;4954;1;4955;24;;;4951.0;-548.88037109375
-1;42400;PEARLS;9996;1;9995;24;;;9998;5;10004;1;10005;24;9997.0;0.0
-1;42500;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;42500;BANANAS;4948;23;;;;;4954;2;4955;22;;;4951.0;-548.91259765625
-1;42600;PEARLS;9995;25;;;;;10002;10;10005;25;;;9998.5;0.0
-1;42600;BANANAS;4947;25;;;;;4952;10;4954;25;;;4949.5;-549.14501953125
-1;42700;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;42700;BANANAS;4947;21;;;;;4954;22;;;;;4950.5;-549.61572265625
-1;42800;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;-549.88330078125
-1;42800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;42900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;42900;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;-550.1240234375
-1;43000;PEARLS;10002;7;9996;1;9995;24;10004;1;10005;24;;;10003.0;0.0
-1;43000;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;-550.70068359375
-1;43100;PEARLS;9996;2;9995;23;;;10002;3;10004;2;10005;23;9999.0;0.0
-1;43100;BANANAS;4946;25;;;;;4951;3;4952;2;4953;23;4948.5;-550.75048828125
-1;43200;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;-550.451171875
-1;43200;PEARLS;9996;1;9995;27;;;10000;1;10004;1;10005;27;9998.0;0.0
-1;43300;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;43300;BANANAS;4946;20;;;;;4953;20;;;;;4949.5;-550.8369140625
-1;43400;PEARLS;9996;2;9995;27;;;10002;8;10004;2;10005;27;9999.0;0.0
-1;43400;BANANAS;4946;28;;;;;4951;8;4952;2;4953;27;4948.5;-550.74169921875
-1;43500;PEARLS;9996;1;9995;23;;;10002;10;10004;1;10005;23;9999.0;0.0
-1;43500;BANANAS;4946;24;;;;;4951;10;4952;1;4953;23;4948.5;-550.9482421875
-1;43600;BANANAS;4945;21;;;;;4950;1;4952;21;;;4947.5;-551.275390625
-1;43600;PEARLS;9995;21;;;;;10002;1;10005;21;;;9998.5;0.0
-1;43700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;43700;BANANAS;4946;2;4945;26;;;4952;28;;;;;4949.0;-551.25341796875
-1;43800;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;0.0
-1;43800;BANANAS;4945;25;;;;;4952;25;;;;;4948.5;-551.8984375
-1;43900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;43900;BANANAS;4945;28;;;;;4952;28;;;;;4948.5;-551.76904296875
-1;44000;BANANAS;4945;26;;;;;4948;6;4951;26;;;4946.5;-551.986328125
-1;44000;PEARLS;10002;4;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;44100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;44100;BANANAS;4945;1;4944;28;;;4951;30;;;;;4948.0;-552.1982421875
-1;44200;PEARLS;9998;4;9996;2;9995;20;10004;2;10005;20;;;10001.0;0.0
-1;44200;BANANAS;4945;6;4944;20;;;4951;22;;;;;4948.0;-552.19580078125
-1;44300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;44300;BANANAS;4945;25;;;;;4952;25;;;;;4948.5;-551.552734375
-1;44400;BANANAS;4945;30;;;;;4952;30;;;;;4948.5;-551.64697265625
-1;44400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;44500;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;44500;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-551.443359375
-1;44600;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;44600;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-551.68701171875
-1;44700;PEARLS;9996;1;9995;23;;;10002;9;10004;1;10005;23;9999.0;0.0
-1;44700;BANANAS;4945;1;4944;23;;;4949;9;4951;24;;;4947.0;-552.12890625
-1;44800;BANANAS;4945;2;4944;22;;;4949;10;4951;24;;;4947.0;-552.24072265625
-1;44800;PEARLS;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;0.0
-1;44900;PEARLS;9995;26;;;;;10002;6;10005;26;;;9998.5;0.0
-1;44900;BANANAS;4945;26;;;;;4950;6;4952;26;;;4947.5;-551.96044921875
-1;45000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;45000;BANANAS;4945;27;;;;;4951;1;4952;26;;;4948.0;-551.82080078125
-1;45100;PEARLS;9996;2;9995;25;;;9998;1;10004;2;10005;25;9997.0;0.0
-1;45100;BANANAS;4945;27;;;;;4951;2;4952;25;;;4948.0;-551.92138671875
-1;45200;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-551.38037109375
-1;45200;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;45300;BANANAS;4945;29;;;;;4946;1;4952;29;;;4945.5;-551.38232421875
-1;45300;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;0.0
-1;45400;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;45400;BANANAS;4946;28;;;;;4952;1;4953;27;;;4949.0;-550.767578125
-1;45500;BANANAS;4946;1;4945;23;;;4952;24;;;;;4949.0;-551.07421875
-1;45500;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;45600;BANANAS;4951;1;4946;1;4945;24;4952;25;;;;;4951.5;-551.09765625
-1;45600;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;45700;PEARLS;10002;4;9995;30;;;10005;30;;;;;10003.5;0.0
-1;45700;BANANAS;4945;30;;;;;4952;30;;;;;4948.5;-549.0
-1;45800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;45800;BANANAS;4946;2;4945;24;;;4952;26;;;;;4949.0;-549.0
-1;45900;PEARLS;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;0.0
-1;45900;BANANAS;4946;1;4945;21;;;4950;1;4952;22;;;4948.0;-549.0
-1;46000;BANANAS;4946;27;;;;;4952;2;4953;25;;;4949.0;-549.0
-1;46000;PEARLS;9996;2;9995;25;;;9998;5;10004;2;10005;25;9997.0;0.0
-1;46100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;46100;BANANAS;4945;27;;;;;4946;1;4952;27;;;4945.5;-549.0
-1;46200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;46200;BANANAS;4945;28;;;;;4946;2;4952;28;;;4945.5;-549.0
-1;46300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;46300;BANANAS;4950;1;4945;1;4944;22;4951;23;;;;;4950.5;-549.0
-1;46400;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;-546.6572265625
-1;46400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;46500;PEARLS;9996;2;9995;23;;;10002;5;10004;2;10005;23;9999.0;0.0
-1;46500;BANANAS;4944;25;;;;;4945;1;4949;5;4951;25;4944.5;-546.5927734375
-1;46600;PEARLS;9996;2;9995;21;;;10002;2;10004;2;10005;21;9999.0;0.0
-1;46600;BANANAS;4947;4;4944;23;;;4949;2;4951;23;;;4948.0;-544.0
-1;46700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;46700;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-546.09765625
-1;46800;BANANAS;4945;6;4944;22;;;4951;23;;;;;4948.0;-547.4296875
-1;46800;PEARLS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
-1;46900;BANANAS;4950;1;4944;28;;;4951;28;;;;;4950.5;-546.712890625
-1;46900;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;47000;PEARLS;9995;20;;;;;10002;8;10005;20;;;9998.5;0.0
-1;47000;BANANAS;4944;20;;;;;4949;8;4951;20;;;4946.5;-541.232421875
-1;47100;BANANAS;4945;4;4944;24;;;4951;24;;;;;4948.0;-543.755859375
-1;47100;PEARLS;9998;5;9995;24;;;10005;24;;;;;10001.5;0.0
-1;47200;BANANAS;4950;1;4944;29;;;4951;29;;;;;4950.5;-545.5234375
-1;47200;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;47300;BANANAS;4944;24;;;;;4951;24;;;;;4947.5;-542.59765625
-1;47300;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;47400;PEARLS;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;0.0
-1;47400;BANANAS;4945;26;;;;;4950;5;4951;2;4952;24;4947.5;-544.71875
-1;47500;BANANAS;4944;28;;;;;4950;28;;;;;4947.0;-538.0390625
-1;47500;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;47600;BANANAS;4943;21;;;;;4950;21;;;;;4946.5;-536.91796875
-1;47600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;47700;BANANAS;4943;24;;;;;4949;1;4950;23;;;4946.0;-532.578125
-1;47700;PEARLS;9996;1;9995;23;;;9998;1;10004;1;10005;23;9997.0;0.0
-1;47800;PEARLS;9995;22;;;;;9998;1;10002;8;10005;22;9996.5;0.0
-1;47800;BANANAS;4943;22;;;;;4948;8;4950;22;;;4945.5;-532.62109375
-1;47900;BANANAS;4944;1;4943;21;;;4949;21;;;;;4946.5;-531.970703125
-1;47900;PEARLS;9998;1;9995;21;;;10005;21;;;;;10001.5;0.0
-1;48000;BANANAS;4943;5;4942;27;;;4949;29;;;;;4946.0;-531.63671875
-1;48000;PEARLS;9998;3;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
-1;48100;BANANAS;4942;29;;;;;4949;29;;;;;4945.5;-531.349609375
-1;48100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;48200;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;48200;BANANAS;4942;26;;;;;4949;26;;;;;4945.5;-530.0
-1;48300;BANANAS;4948;1;4942;29;;;4949;29;;;;;4948.5;-529.34375
-1;48300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;48400;BANANAS;4947;1;4942;22;;;4949;22;;;;;4948.0;-524.12109375
-1;48400;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;48500;BANANAS;4942;25;;;;;4949;25;;;;;4945.5;-522.43359375
-1;48500;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;48600;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;0.0
-1;48600;BANANAS;4942;22;;;;;4947;4;4948;2;4949;20;4944.5;-522.36328125
-1;48700;BANANAS;4941;21;;;;;4948;21;;;;;4944.5;-518.5
-1;48700;PEARLS;10002;2;9995;21;;;10005;21;;;;;10003.5;0.0
-1;48800;BANANAS;4943;10;4942;31;;;4949;31;;;;;4946.0;-523.9453125
-1;48800;PEARLS;9998;10;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;48900;BANANAS;4942;3;4941;24;;;4948;25;;;;;4945.0;-538.15625
-1;48900;PEARLS;9998;3;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;49000;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;49000;BANANAS;4941;29;;;;;4948;29;;;;;4944.5;-533.8515625
-1;49100;BANANAS;4942;3;4941;26;;;4948;26;;;;;4945.0;-524.1875
-1;49100;PEARLS;9998;3;9995;26;;;10005;26;;;;;10001.5;0.0
-1;49200;BANANAS;4940;25;;;;;4946;2;4947;23;;;4943.0;-507.71875
-1;49200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;49300;BANANAS;4945;1;4940;29;;;4946;29;;;;;4945.5;-505.40625
-1;49300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;49400;PEARLS;9998;5;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
-1;49400;BANANAS;4945;1;4941;5;4940;22;4947;22;;;;;4946.0;-511.859375
-1;49500;BANANAS;4940;23;;;;;4947;23;;;;;4943.5;-519.0546875
-1;49500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;49600;BANANAS;4940;22;;;;;4947;22;;;;;4943.5;-515.796875
-1;49600;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;49700;BANANAS;4941;24;;;;;4946;9;4947;2;4948;22;4943.5;-525.2578125
-1;49700;PEARLS;9996;2;9995;22;;;10002;8;10004;2;10005;22;9999.0;0.0
-1;49800;BANANAS;4941;22;;;;;4948;22;;;;;4944.5;-527.6328125
-1;49800;PEARLS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;0.0
-1;49900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;49900;BANANAS;4941;22;;;;;4946;1;4947;2;4948;20;4943.5;-524.984375
-1;50000;BANANAS;4943;1;4940;30;;;4947;30;;;;;4945.0;-513.125
-1;50000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;50100;BANANAS;4941;32;;;;;4947;2;4948;30;;;4944.0;-522.84375
-1;50100;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;50200;PEARLS;9998;1;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
-1;50200;BANANAS;4942;1;4941;25;;;4948;25;;;;;4945.0;-535.3046875
-1;50300;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;0.0
-1;50300;BANANAS;4942;1;4941;25;;;4946;6;4948;26;;;4944.0;-539.953125
-1;50400;PEARLS;10002;4;9996;1;9995;29;10004;1;10005;29;;;10003.0;0.0
-1;50400;BANANAS;4942;1;4941;29;;;4948;30;;;;;4945.0;-535.8046875
-1;50500;BANANAS;4942;1;4941;28;;;4948;29;;;;;4945.0;-540.078125
-1;50500;PEARLS;10002;4;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
-1;50600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;50600;BANANAS;4947;1;4942;24;;;4948;1;4949;23;;;4947.5;-542.1328125
-1;50700;PEARLS;9995;25;;;;;10002;3;10005;25;;;9998.5;0.0
-1;50700;BANANAS;4941;25;;;;;4943;1;4946;3;4948;25;4942.0;-539.40625
-1;50800;PEARLS;9995;24;;;;;9998;1;10002;6;10005;24;9996.5;0.0
-1;50800;BANANAS;4941;24;;;;;4946;6;4948;24;;;4943.5;-536.1875
-1;50900;BANANAS;4941;27;;;;;4948;27;;;;;4944.5;-540.265625
-1;50900;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;51000;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;51000;BANANAS;4942;2;4941;22;;;4948;24;;;;;4945.0;-544.5
-1;51100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;51100;BANANAS;4941;27;;;;;4948;27;;;;;4944.5;-539.90234375
-1;51200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;51200;BANANAS;4941;2;4940;30;;;4947;32;;;;;4944.0;-529.50390625
-1;51300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;51300;BANANAS;4941;25;;;;;4947;25;;;;;4944.0;-531.9375
-1;51400;BANANAS;4941;23;;;;;4948;23;;;;;4944.5;-532.44921875
-1;51400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;51500;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;51500;BANANAS;4941;22;;;;;4948;22;;;;;4944.5;-536.84375
-1;51600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;51600;BANANAS;4941;31;;;;;4947;2;4948;29;;;4944.0;-534.34765625
-1;51700;PEARLS;9996;2;9995;30;;;10002;5;10004;2;10005;30;9999.0;0.0
-1;51700;BANANAS;4941;32;;;;;4946;5;4947;2;4948;30;4943.5;-541.01171875
-1;51800;BANANAS;4942;2;4941;24;;;4948;26;;;;;4945.0;-552.3515625
-1;51800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;51900;PEARLS;9996;1;9995;26;;;10002;6;10004;1;10005;26;9999.0;0.0
-1;51900;BANANAS;4941;27;;;;;4946;6;4948;27;;;4943.5;-551.15234375
-1;52000;PEARLS;10000;3;9996;1;9995;23;10004;1;10005;23;;;10002.0;0.0
-1;52000;BANANAS;4941;24;;;;;4947;1;4948;23;;;4944.0;-560.0
-1;52100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;52100;BANANAS;4940;30;;;;;4947;30;;;;;4943.5;-563.17138671875
-1;52200;BANANAS;4941;28;;;;;4946;3;4948;28;;;4943.5;-562.72021484375
-1;52200;PEARLS;9995;28;;;;;10002;3;10005;28;;;9998.5;0.0
-1;52300;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;0.0
-1;52300;BANANAS;4940;21;;;;;4945;2;4947;21;;;4942.5;-569.21484375
-1;52400;PEARLS;10000;6;9996;2;9995;22;10004;2;10005;22;;;10002.0;0.0
-1;52400;BANANAS;4941;2;4940;22;;;4947;24;;;;;4944.0;-571.3671875
-1;52500;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;52500;BANANAS;4941;1;4940;30;;;4947;31;;;;;4944.0;-571.580078125
-1;52600;BANANAS;4941;24;;;;;4947;1;4948;23;;;4944.0;-570.208984375
-1;52600;PEARLS;9996;1;9995;23;;;9998;2;10004;1;10005;23;9997.0;0.0
-1;52700;PEARLS;9995;29;;;;;9998;1;10005;29;;;9996.5;0.0
-1;52700;BANANAS;4941;29;;;;;4948;29;;;;;4944.5;-570.07421875
-1;52800;PEARLS;9995;24;;;;;9998;1;10005;24;;;9996.5;0.0
-1;52800;BANANAS;4941;24;;;;;4948;24;;;;;4944.5;-568.521484375
-1;52900;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;52900;BANANAS;4941;31;;;;;4947;1;4948;30;;;4944.0;-570.6875
-1;53000;BANANAS;4941;28;;;;;4948;28;;;;;4944.5;-566.65625
-1;53000;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;53100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;53100;BANANAS;4943;31;;;;;4949;1;4950;30;;;4946.0;-557.359375
-1;53200;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;0.0
-1;53200;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;-556.8046875
-1;53300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;53300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-557.26171875
-1;53400;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;-560.740234375
-1;53400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;53500;PEARLS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;0.0
-1;53500;BANANAS;4943;26;;;;;4948;8;4949;1;4950;25;4945.5;-555.01953125
-1;53600;PEARLS;9998;2;9995;23;;;10005;23;;;;;10001.5;0.0
-1;53600;BANANAS;4943;1;4942;23;;;4949;23;;;;;4946.0;-557.6953125
-1;53700;PEARLS;9996;2;9995;25;;;10002;10;10004;2;10005;25;9999.0;0.0
-1;53700;BANANAS;4943;27;;;;;4948;10;4949;2;4950;25;4945.5;-555.02734375
-1;53800;BANANAS;4944;2;4943;23;;;4948;6;4950;25;;;4946.0;-550.57421875
-1;53800;PEARLS;9996;2;9995;23;;;9998;13;10002;6;10004;2;9997.0;0.0
-1;53900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;53900;BANANAS;4949;1;4948;4;4944;28;4951;28;;;;;4950.0;-553.916015625
-1;54000;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;54000;BANANAS;4945;1;4944;21;;;4951;22;;;;;4948.0;-549.53125
-1;54100;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;54100;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-553.873046875
-1;54200;BANANAS;4943;21;;;;;4950;21;;;;;4946.5;-555.861328125
-1;54200;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;54300;BANANAS;4945;1;4944;25;;;4951;25;;;;;4948.0;-554.1650390625
-1;54300;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;0.0
-1;54400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;54400;BANANAS;4944;23;;;;;4951;24;;;;;4947.5;-556.3212890625
-1;54500;BANANAS;4944;29;;;;;4945;1;4949;9;4951;29;4944.5;-556.037109375
-1;54500;PEARLS;9995;29;;;;;10002;9;10005;29;;;9998.5;0.0
-1;54600;BANANAS;4945;4;4944;28;;;4950;2;4951;26;;;4947.5;-556.6884765625
-1;54600;PEARLS;9998;4;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
-1;54700;PEARLS;9998;2;9995;21;;;10005;21;;;;;10001.5;0.0
-1;54700;BANANAS;4944;3;4943;21;;;4950;21;;;;;4947.0;-564.62109375
-1;54800;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;54800;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-563.8134765625
-1;54900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;54900;BANANAS;4943;1;4942;28;;;4949;29;;;;;4946.0;-562.4482421875
-1;55000;BANANAS;4943;27;;;;;4949;27;;;;;4946.0;-563.0478515625
-1;55000;PEARLS;9995;27;;;;;9998;5;10005;27;;;9996.5;0.0
